latitude_deg,longitude_deg,gps_code,iata_code
29.7377,-94.980201,,
37.247799,-112.821998,,
36.57600021,-78.9991684,00VA,
36.6632995605469,-80.4994964599609,00VI,
46.672884,-117.441933,,
47.1783981323242,-122.772003173828,00WA,
44.3042984008789,-89.0501022338867,00WI,
46.25,-117.249000549316,00WN,
38.8288993835449,-79.866096496582,00WV,
42.840361,-106.224443,00WY,
33.0334014892578,-101.93399810791,00XS,
62.9435997009277,-152.270004272461,01A,
60.1058739754,-149.446249008,01AK,
32.9459991455078,-86.5139007568359,01AL,
34.0472984313965,-94.3548965454102,01AR,
34.6081008911133,-111.86499786377,01AZ,
43.341701507568,-85.775001525879,01C,
34.3682405917,-117.370058745,01CA,
38.7999000549316,-120.734001159668,01CL,
34.0377998352051,-118.153999328613,01CN,
39.2453002929687,-106.246002197266,01CO,
41.6273002624512,-72.7275009155273,01CT,
28.5893993377686,-81.1442031860352,01FA,
28.666639,-81.3697,01FD,
28.7819004058838,-81.1592025756836,01FL,
32.4793014526367,-84.9791030883789,01GA,
32.6744003295898,-82.7711029052734,01GE,
41.6610984802246,-90.7413024902344,01IA,
42.6082,-112.031998,01ID,
39.8849983215332,-86.5066986083984,01II,
40.4585990905762,-87.6595001220703,01IL,
40.1309013366699,-85.69580078125,01IN,
39.0162010192871,-90.3181991577148,01IS,
30.68630027771,-81.9057006835937,01J,
37.0360984802246,-97.5864028930664,01K,
38.540599822998,-97.003303527832,01KS,
37.051700592041,-88.6468963623047,01KY,
32.6389999389648,-91.7736968994141,01LA,
38.1258010864258,-89.4638977050781,01LL,
30.7059993743896,-91.0774002075195,01LS,
42.6250991821289,-71.1800994873047,01MA,
38.999199,-76.456001,01MD,
46.7789001464844,-68.5002975463867,01ME,
43.0494995117188,-83.6797027587891,01MI,
47.899600982666,-92.5574035644531,01MN,
38.6417007446289,-90.4842987060547,01MO,
48.7891006469727,-114.879997253418,01MT,
34.4752998352051,-77.5813980102539,01NC,
40.8436012268066,-100.65299987793,01NE,
43.6445,-72.086998,01NH,
40.7417984008789,-74.1371002197266,01NJ,
33.008611,-104.540278,01NM,
38.7639007568359,-119.027000427246,01NV,
41.692415,-73.93683,01NY,
40.730598449707,-82.8015975952149,01OI,
35.294498,-98.636496,,
43.119301,-121.044997,,
40.655602,-80.050903,,
40.9305992126465,-77.738899230957,01PN,
41.5959014892578,-76.0296020507812,01PS,
35.0321006774902,-81.252799987793,01SC,
32.6941986083984,-97.1157989501953,01TA,
32.7375984191895,-96.4280014038086,01TE,
34.9958992004395,-89.730598449707,01TN,
32.7285,-97.324501,,
29.012067,-95.402119,01TT,
32.388115,-96.877398,,
38.8516006469727,-115.634002685547,01U,
38.3083000183105,-109.396003723145,01UT,
39.125,-77.9250030518,01VA,
46.663200378418,-123.811996459961,01WA,
44.0099983215332,-90.3891983032227,01WI,
48.2134017944336,-122.684997558594,01WN,
47.518178,-122.210908,01WT,
44.3471984863281,-104.810997009277,01WY,
30.007222,-97.853333,01XA,
32.0201988220215,-95.7454986572266,01XS,
61.506147,-149.912825,02AA,
61.876907,-150.097626,02AK,
30.3715000152588,-87.7643966674805,02AL,
34.822445,-92.44442,,
32.376401,-109.936996,,
33.5825004577637,-118.128997802734,02CA,
34.1296005249023,-90.5240020751953,02CD,
34.761101,-119.058998,02CL,
37.6432991028,-106.04699707,02CO,
41.9196014404297,-72.4445037841797,02CT,
28.5266990661621,-81.8748016357422,02FA,
30.950976,-86.635555,02FD,
30.642527,-86.118779,,
34.2025985717773,-83.4290008544922,02GA,
34.1753005981445,-84.9244003295899,02GE,
21.3619995117187,-157.95100402832,02HI,
42.0560989379883,-93.8779983520508,02IA,
44.5555000305176,-115.305000305176,02ID,
40.0623016357422,-86.2105026245117,02II,
40.2089004516602,-85.5408020019531,02IN,
42.274600982666,-87.9572982788086,02IS,
39.2221984863281,-96.0552978515625,02KS,
38.181441,-83.443319,02KT,
38.190282,-84.906442,02KY,
32.5312995910645,-93.6602020263672,02LA,
30.1483001708984,-91.9189987182617,02LS,
41.4196014404297,-70.927001953125,02MA,
38.672544,-76.709739,02MD,
43.537467,-70.930685,02ME,
43.1571006774902,-85.1484985351562,02MI,
48.6833000183106,-96.1920013427734,02MN,
39.0499992370605,-91.0335006713867,02MO,
34.1001014709473,-90.8468017578125,02MS,
47.2374,-111.74304,,
36.654233,-93.797418,,
35.540477,-80.598047,,
41.0745010375977,-96.9045028686523,02NE,
44.6571006774902,-71.2191009521484,02NH,
40.557300567627,-74.4671020507812,02NJ,
41.3032989501953,-118.597999572754,02NV,
43.1325988769531,-75.6555023193359,02NY,
41.3763999938965,-83.0832977294922,02OH,
41.8019981384277,-80.5653991699219,02OI,
35.458401,-97.525297,,
34.811412,-95.307727,02OL,
45.6814994812012,-121.31600189209,02OR,
40.403596,-77.556602,26PA,
40.4383010864258,-79.7699966430664,02PA,
40.0695991516113,-75.4552001953125,02PN,
18.4533004760742,-66.3668975830078,02PR,
41.9006004333496,-77.2303009033203,02PS,
32.7584991455078,-81.2248001098633,02SC,
45.769100189209,-112.982002258301,02T,
28.722177,-95.875813,02TA,
32.3954010009766,-96.8641967773437,02TE,
35.7806015014648,-86.5841979980469,02TN,
32.747601,-97.370003,,
33.370403,-101.922882,,
41.3662986755371,-113.843002319336,02UT,
38.4356994628906,-77.8572006225586,02VA,
36.638801574707,-82.11669921875,02VG,
47.1523017883301,-122.09400177002,02WA,
45.0318984985352,-92.6557998657227,02WI,
48.7458000183105,-119.319000244141,02WN,
33.591319,-95.882864,02XA,
30.147699,-97.662804,02XS,
61.556055,-149.284527,03AA,
60.727222442627,-151.132781982422,03AK,
34.662604,-86.046774,03AL,
34.3576011657715,-92.7884979248047,03AR,
31.4333992004395,-110.083999633789,03AZ,
32.779484,-117.006952,03CA,
40.2125015259,-104.744003296,03CO,
27.353099822998,-81.4080963134766,03FA,
30.8288,-85.731003,,
26.6837005615234,-80.1873016357422,03FL,
32.5623056,-81.8576944,03GA,
39.644199,-83.018204,,
41.581901550293,-92.4613037109375,03IA,
44.7943000793457,-116.532997131348,03ID,
37.9620018005,-87.7789001465,03II,
41.4023017883301,-87.8167037963867,03IL,
40.1800003051758,-86.0124969482422,03IN,
38.904999,-90.173401,03IS,
39.8647003173828,-95.2640991210938,03KS,
37.7916984558105,-87.5413970947266,03KY,
30.1996002197266,-91.1278991699219,03LA,
32.1590003967285,-91.7080001831055,03LS,
44.3208999633789,-69.8895034790039,03M,
42.3931007385254,-72.552001953125,03MA,
39.518427,-76.346022,03MD,
44.0842018127441,-70.6272964477539,03ME,
43.5508995056152,-83.8621978759766,03MI,
43.6251983642578,-95.2247009277344,03MN,
37.884499,-93.131599,,
32.3188018798828,-90.8832015991211,03MS,
47.267327,-111.71748,3MT7,
38.4925003052,-94.4124984741,03MU,
11.222,169.852005,K03N,UTK
34.1043014526367,-77.9041976928711,03NC,
48.6263999938965,-97.8290023803711,03ND,
41.5463981628418,-99.3311996459961,03NE,
42.8153991699219,-71.124397277832,03NH,
40.668713,-74.410152,,
40.584400177002,-115.297996520996,03NV,
40.9584007263184,-72.716796875,03NY,
41.418399810791,-83.0174026489258,03OH,
41.420312,-81.599552,03OI,
36.0411987304687,-96.1613998413086,03OK,
45.8554000854492,-117.484001159668,03OR,
40.162899017334,-75.4656982421875,03PA,
41.066861,-76.180806,03PN,
39.065947,-94.921703,03PR,
40.849998,-77.905602,,
45.401798248291,-122.228996276855,03S,
33.8650016784668,-78.6619033813477,03SC,
30.262699,-96.500198,,
27.4911003112793,-98.6695022583008,03TE,
35.9225006103516,-83.5793991088867,03TN,
31.4598999023437,-100.438003540039,03TS,
29.632117,-95.932481,03TT,
29.580929,-95.30508,03TX,
37.1208000183105,-109.986000061035,03UT,
38.6646003723145,-77.5796966552734,03VA,
47.4081993103027,-117.372001647949,03WA,
44.028873,-88.883945,03WI,
45.875,-120.669998168945,03WN,
31.3180999755859,-100.753997802734,03XS,
60.535833,-150.811387,04AA,
33.62639999,-85.96720123,04AL,
34.574319,-92.586047,04AR,
36.147197,-109.560771,04AZ,
34.5639,-117.675003,KGXA,
33.0816993713379,-116.44100189209,04CL,
41.7551002502441,-73.0523986816406,04CT,
32.098801,-98.525325,,
25.5587005615234,-80.5150985717773,04FA,
27.929372,-82.336981,04FD,
29.2394008636475,-81.2220001220703,04FL,
39.9112014770508,-83.1887969970703,04I,
41.0882987976074,-92.0546035766602,04IA,
43.8777008056641,-116.537002563477,04ID,
41.1305999755859,-84.9941024780273,04II,
40.6375007629,-89.0070037842,04IL,
41.701389,-85.113056,04IN,
40.1786003112793,-88.5690002441406,04IS,
38.9789009094238,-95.2197036743164,04KS,
37.1351013183594,-85.7893981933594,04KY,
30.051111,-90.702222,04LA,
42.136100769043,-88.28759765625,04LL,
30.4461002349854,-91.1053009033203,04LS,
42.810908,-71.140959,04MA,
39.5181007385254,-75.821403503418,04MD,
44.6666984558105,-69.8938980102539,04ME,
42.5345001220703,-84.628303527832,04MI,
47.9858016967773,-94.686897277832,04MN,
39.3012008666992,-91.4514999389649,04MO,
32.9396018982,-90.8373031616,04MS,
47.1374977778,-106.488095,04MT,
35.739200592,-78.7822036743,04NC,
41.1599998474,-101.299003601,04NE,
39.5968017578,-75.2334976196,04NJ,
35.7555007935,-115.665000916,04NV,
42.262298584,-73.6961975098,04NY,
45.530833,-123.085556,04OG,
41.2477,-81.100701,,
36.1152992249,-97.079498291,04OK,
44.7499008179,-120.200996399,04OR,
39.8792991638,-75.2287979126,04PA,
40.0306619,-75.63021,04PN,
34.8405990601,-82.6069030762,04SC,
44.993124,-101.243011,04SD,
30.270262,-97.745275,04TA,
29.699687,-95.39069,04TE,
36.1833000183,-82.6789016724,04TN,
30.5534992218,-97.6061019897,04TS,
29.713072,-99.545642,04TT,
31.732779,-97.369326,04TX,
37.008301,-110.794998,04UT,
38.0990833,-106.1743889,04V,
36.898,-82.078,04VA,
37.7144012451,-77.2117996216,04VG,
44.4011001587,-72.2636032104,04VT,
46.0228004456,-92.895401001,04W,
47.5817985535,-117.43699646,04WA,
42.523399353,-88.0167007446,04WI,
46.95835,-119.63864,04WN,
39.6536111111,-79.9561111111,04WV,
33.283933,-98.402861,04XA,
32.5821,-97.142502,,
61.66830063,-149.1880035,05AK,
31.2311992645,-85.6496963501,05AL,
36.000633,-93.57025,05AR,
32.683452,-114.634346,05AZ,
47.158901,-67.931999,,
34.1377983093,-118.713996887,05CA,
38.6106987,-122.39099884,05CL,
40.2149839,-104.9844228,05CO,
41.7737007141,-73.1162033081,05CT,
30.9188995361328,-86.2182998657227,05FA,
25.9608993530273,-80.1391983032227,05FD,
26.523099899292,-81.4083023071289,05FL,
32.0713996887207,-84.7144012451172,05GA,
43.1375007629395,-93.0682983398438,05IA,
45.914101,-114.835999,05ID,
41.0287017822266,-84.997200012207,05II,
41.1567001342773,-88.0167007446289,05IL,
39.6419982910156,-86.5042037963867,05IN,
39.7258987426758,-89.2639999389649,05IS,
37.2662010192871,-95.9591979980469,05KS,
37.53575,-84.407303,05KY,
32.2653007507324,-91.6977996826172,05LA,
41.749228,-87.935783,05LL,
31.252148,-92.47569,05LS,
34.71979,-97.214237,,
42.6912002563477,-70.9123001098633,05MA,
39.2500991821289,-76.2052001953125,05MD,
44.6570014953613,-67.559196472168,05ME,
47.5175001,-92.2302778,05MN,
36.4297981262207,-89.6800994873047,05MO,
32.3189010620117,-90.168098449707,05MS,
45.815368,-111.152163,05MT,
34.008099,-78.2911,,
41.7221984863,-98.3089981079,05NE,
42.9239006042481,-70.9514007568359,05NH,
40.7140007019043,-74.0315017700195,05NJ,
39.0311,-114.088219,05NV,
43.5519981384277,-76.090202331543,05NY,
41.2883987426758,-81.9626007080078,05OI,
35.8534,-97.567497,,
45.4415016174316,-117.350997924805,05OR,
39.9548,-75.178201,05PA,
40.3000984191895,-76.8580017089844,05PN,
40.1427993774414,-77.8619003295898,05PS,
45.8515014648438,-123.241996765137,05S,
29.8090991973877,-96.2650985717773,05TA,
30.7220993041992,-97.7913970947266,05TE,
35.556998,-89.552903,,
33.1292991638184,-97.3585968017578,05TS,
32.128974,-97.404582,05TX,
37.033626,-110.315778,05UT,
37.4110984802246,-105.552001953125,05V,
37.2242012023926,-78.4186019897461,05VA,
45.0133018493652,-73.0867004394531,05VT,
47.6482009887695,-117.414001464844,05WA,
42.6511001586914,-88.7459030151367,05WI,
48.702222,-118.0475,05WN,
35.863631,-101.970944,05XA,
33.0792999267578,-91.5431976318359,05XS,
46.3037986755371,-95.4394989013672,05Y,
60.540256,-150.813827,06AA,
61.627619,-149.575331,06AK,
31.3883991241455,-85.9723968505859,06AL,
35.5444984436035,-92.1848983764648,06AR,
33.287759,-111.751454,06AZ,
44.9070014954,-68.8050003052,06B,
34.8708000183105,-116.833999633789,06CA,
35.1571998596191,-118.289001464844,06CL,
37.3875007629395,-103.69100189209,06CO,
26.9083995819092,-80.3289031982422,06FA,
28.6417007446289,-81.8850021362305,06FD,
27.9533996582031,-82.8042984008789,06FL,
33.7533988952637,-84.1621017456055,06GA,
38.4333992004395,-86.6911010742188,06I,
41.8414001464844,-91.8342971801758,06IA,
43.4626998901367,-116.359001159668,06ID,
41.5994987487793,-88.8699035644531,06IL,
39.282799,-87.303596,,
40.5463981628418,-91.274299621582,06IS,
37.69580078125,-97.3724975585938,06KS,
37.525902,-83.344901,,
29.8460006713867,-90.0278015136719,06LA,
41.8736,-88.496901,,
30.7078990936279,-91.320198059082,06LS,
42.690601348877,-71.609001159668,06MA,
39.2914009094238,-76.5463027954102,06MD,
44.415247,-70.844275,06ME,
42.2510986328125,-84.3914031982422,06MI,
47.6519012451,-92.4167022705,06MN,
39.230598449707,-94.8043975830078,06MO,
48.5583000183105,-112.109001159668,06MT,
41.431999206543,-74.3916015625,06N,
34.8274993896484,-78.9302978515625,06NC,
46.7489013671875,-101.668998718262,06ND,
40.6800003051758,-95.861701965332,06NE,
42.9283981323242,-70.9730987548828,06NH,
39.950102,-74.999603,,
39.098333,-114.150277,06NV,
42.836797,-76.437614,06NY,
41.1147994995117,-80.6569976806641,06O1,
41.5097999572754,-80.5912017822266,06OH,
39.7347984313965,-84.3822021484375,06OI,
36.5416984558105,-94.8336029052734,06OK,
45.4650993347168,-123.080001831055,06OR,
41.995792,-78.288152,06PA,
40.382733,-76.772533,06PN,
40.4023017883301,-79.9213027954102,06PS,
29.9419002532959,-96.2461013793945,06R,
37.5839004516602,-97.2530975341797,06SN,
30.9085006713867,-97.1168975830078,06TA,
30.3127002716064,-95.0269012451172,06TE,
35.6972999572754,-86.956901550293,06TN,
32.120701,-96.179101,,
30.860024,-100.201996,06TT,
30.057919,-95.812489,06TX,
38.2490005493164,-78.8553009033203,06VA,
47.6862983703613,-117.197998046875,06WA,
45.6627006530762,-92.4502029418945,06WI,
46.9249992370605,-122.553001403809,06WN,
33.3246994018555,-97.0441970825195,06XS,
45.8300018310547,-96.1605987548828,06Y,
61.6959639,-149.9549028,07AA,
31.1252002716064,-85.9791030883789,07AL,
35.1944999694824,-92.8002014160156,07AR,
33.5666999816895,-112.069000244141,07AZ,
44.4480018615723,-68.5697021484375,07B,
35.1389007568359,-119.450996398926,07CA,
39.4976997375488,-121.771003723145,07CL,
39.2635993957519,-104.427001953125,07CO,
41.4529,-72.249603,,
43.0644989013672,-82.7238006591797,07D,
25.325399398804,-80.274803161621,07FA,OCA
30.417999,-83.283796,,
26.6054000854492,-81.8594970703125,07FL,
33.6749992370605,-83.7630996704102,07GA,
39.0587005615234,-86.4460983276367,07I,
42.2781982421875,-113.305000305176,07ID,
39.0106010437012,-85.6408004760742,07II,
39.5736999511719,-85.9139022827148,07IN,
41.1125984192,-98.0516967773,07K,
37.7341995239258,-96.9366989135742,07KS,
38.0806007385254,-85.6932983398437,07KY,
29.937099,-90.183701,,
32.51825,-91.989093,07LS,
41.9169998168945,-70.7095031738281,07MA,
39.6082992553711,-77.0519027709961,07MD,
43.7383003234863,-70.3392028808594,07ME,
43.864200592041,-85.0239028930664,07MI,
44.0550003051758,-95.9095001220703,07MN,
38.655553,-93.624458,07MO,
48.4211006164551,-106.52799987793,07MT,
40.0167999267578,-77.0038986206055,07N,
34.8331985473633,-80.7511978149414,07NC,
43.1755981445312,-72.0639038085938,07NH,
40.793666,-73.994863,07NJ,
39.102239,-114.053472,07NV,
42.6664009094238,-74.7649993896484,07NY,
39.9373,-81.683503,,
34.6333999633789,-99.0336990356445,07OK,
45.4217987060547,-122.620002746582,07OR,
40.998889,-78.125278,07PN,
39.7728004455566,-99.3600997924805,07SN,
29.240519,-95.344658,07TA,
27.7210998535156,-97.5128021240234,07TE,
35.5685997009277,-84.241096496582,07TN,
30.625,-97.5727996826172,07TS,
33.1839981079102,-96.447998046875,07TX,
41.716667,-112.447222,07UT,
36.8195991516113,-78.7830963134766,07VA,
44.4472007751465,-72.9147033691406,07VT,
47.651637,-117.424477,07WA,
42.965302,-88.391502,,
29.906488,-97.214397,07XA,
32.5421981811523,-97.3917007446289,07XS,
46.9555015563965,-93.5969009399414,07Y,
61.569639,-149.724439,08AK,
30.243717,-87.754678,08AL,
35.142046,-90.190212,,
33.417669,-111.838835,08AZ,
44,-69.8871002197266,08B,
38.6949005126953,-120.827003479004,08CA,
37.8596000671387,-120.554000854492,08CL,
36.172031,-119.306181,08CN,
38.7324981689453,-104.041000366211,08CO,
41.8959999084473,-73.0931015014648,08CT,
34.5317993164062,-96.2331008911133,08F,
26.5797996520996,-81.4837036132812,08FA,
27.3631000518799,-80.7727966308594,08FD,
27.0844993591309,-81.3286972045898,08FL,
40.1109008789063,-81.5261993408203,08G,
31.4258003234863,-81.2858963012695,08GA,
43.5693016052246,-116.777000427246,08ID,
41.645085,-85.426386,08II,
41.577,-89.793999,,
41.223056,-85.830556,02D,
37.9777984619,-89.2029037476,08IS,
39.0346984863281,-97.5800018310547,08KS,
37.628414,-87.946994,08KT,
36.972599029541,-84.6260986328125,08KY,
29.9529991149902,-90.1826019287109,08LA,
41.0752983093262,-88.4891967773438,08LL,
30.403600692749,-92.0235977172852,08LS,
42.2939987182617,-71.4962005615234,08MA,
39.3883018493652,-76.6100006103516,08MD,
44.8142013549805,-70.3452987670898,08ME,
42.73419952,-84.53659821,08MI,
47.6693992614746,-93.0543975830078,08MN,
37.3955993652344,-94.2837982177734,08MO,
34.66220093,-89.86830139,08MS,
47.065679,-108.809624,08MT,
40.2918014526367,-76.3287963867188,08N,
36.0676002502441,-80.4655990600586,08NC,
47.3231010437012,-102.097999572754,08ND,
42.4317016601563,-97.0794982910156,08NE,
44.0612983704,-71.1358032227,08NH,
40.7625999450684,-74.3040008544922,08NJ,
41.3680992126465,-74.5055999755859,08NY,
41.2916984558106,-80.5636978149414,08OH,
34.9314994812012,-95.25830078125,08OK,
35.408087,-98.605477,08OL,
42.839298248291,-121.116996765137,08OR,
41.0583992004395,-75.4996032714844,08PA,
40.0458984375,-76.2807998657227,08PN,
41.4894981384277,-71.6205978393555,08R,
29.97842,-98.258418,08TA,
29.975331,-98.742451,,
35.298914,-86.474357,08TN,
26.881331,-98.504885,,
32.8582000732422,-97.7474975585938,08TX,
41.5157012939453,-115.860000610352,08U,
37.5540008544922,-79.7498016357422,08VA,
47.574299,-122.547997,,
43.0435981750488,-90.3551025390625,08WI,
30.479253,-96.504031,08XA,
29.1081008911133,-95.7774963378906,08XS,
62.969888,-150.75375,09AA,
61.589361,-149.847333,09AK,
33.2732009887695,-93.2398986816406,09AR,
31.924848,-110.040007,09AZ,
36.20554,-121.132503,09CA,
39.1138000488281,-121.056999206543,09CL,
36.182556,-119.313572,09CN,
38.0555992126465,-103.65299987793,09CO,
27.2455997467041,-81.4131011962891,09FA,
28.6711006164551,-82.0873031616211,09FD,
27.0555992126465,-81.9705963134766,09FL,
31.120995,-83.67063,09GA,
48.6058006286621,-93.3707962036133,09I,
41.7458000183106,-92.4093017578125,09IA,
45.1039009094238,-114.855003356934,09ID,
38.4472999572754,-86.4449996948242,09II,
41.536183,-88.052279,,
41.1208992004395,-85.4250030517578,09IN,
42.2649993896484,-89.0743026733398,09IS,
38.7070007324219,-95.138298034668,09KS,
38.2389984130859,-85.6393966674805,09KY,
29.126972,-90.206659,09LA,
42.4681015014648,-88.7432022094727,09LL,
30.8243999481201,-91.3845977783203,09LS,
42.3042984008789,-71.5058975219727,09MA,
43.3408012390137,-70.8546981811523,09ME,
42.7080993652344,-84.5607986450195,09MI,
44.7799987792969,-95.6635971069336,09MN,
37.3783988952637,-93.3632965087891,09MO,
41.8325996398926,-73.8759994506836,09N,
35.3292999267578,-79.0299987792969,09NC,
41.3333015441895,-96.193603515625,09NE,
40.6537017822266,-74.6865005493164,09NJ,
35.650122,-79.650311,09NR,
41.9289016723633,-74.0488967895508,09NY,
36.3544998168945,-95.863899230957,09OK,
45.587235,-121.163827,09OR,
40.8269996643066,-77.9880981445313,09PA,
40.5620002746582,-75.1427001953125,09PN,
48.8409004211426,-117.283996582031,09S,
33.282101,-97.497002,,
32.2667999267578,-97.8669967651367,09TE,
35.9416999816895,-83.9440002441406,09TN,
29.482400894165,-103.165000915527,09TS,
30.737626,-102.02332,09TX,
36.9765014648438,-80.493896484375,09VA,
38.0908012390137,-78.9850006103516,09VG,
38.8686981201172,-77.0074996948242,09W,
47.7103996276856,-117.406997680664,09WA,
44.0036010742188,-91.3076019287109,09WI,
29.4330005645752,-98.4922027587891,09XS,
44.8166007995606,-93.0155029296875,09Y,
59.403055,-136.013611,0AA6,
60.491537,-151.235253,0AA7,
61.934601,-162.899994,,PQS
64.3925018310547,-146.861999511719,0AK0,
61.6169013977051,-149.322006225586,0AK1,
61.725556,-150.678611,0AK2,
62.0359001159668,-150.494003295898,0AK3,
61.355352,-142.731832,0AK5,
61.80108,-147.945156,0AK6,
59.776005,-150.963285,0AK7,
64.895835,-147.497501,,
61.3325996398926,-150.059005737305,0AK9,
34.6884002685547,-86.5888977050781,0AL0,
30.4438991546631,-87.6568984985352,0AL1,
33.2750015258789,-85.8332977294922,0AL2,
31.4305992126465,-86.940299987793,0AL3,
34.442141,-85.755793,0AL4,
31.0321998596191,-87.252799987793,0AL5,
31.1271991729736,-87.0733032226562,0AL6,
34.00830078125,-85.9653015136719,0AL7,
33.4639015197754,-86.7731018066406,0AL8,
34.8499984741211,-87.6324996948242,0AL9,
36.1814994812012,-94.1371002197266,0AR0,
35.0947,-93.202003,,
35.2667999267578,-90.35009765625,0AR2,
35.898998,-93.261001,,
36.40929,-94.46005,0AR4,
35.8362007141113,-90.7017974853516,0AR5,
34.4814987182617,-93.0309982299805,0AR6,
33.9501,-91.181198,,
33.9500999450684,-93.8520965576172,0AR8,
36.4001007080078,-93.7434997558594,0AR9,
33.481187,-112.03976,0AZ0,
32.302114,-111.32412,,
33.778166,-113.640625,0AZ2,
32.9822998046875,-112.287002563477,0AZ4,
33.865944,-112.603265,0AZ5,
33.482963,-112.079301,0AZ6,
33.445318,-111.964567,,
44.7636985778809,-68.7677993774414,0B2,
44.1166992188,-72.8271026611,0B7,
39.4878005981445,-94.7805023193359,0C1,
41.7709007263184,-88.7033996582031,0C2,
43.5764007568359,-85.2806015014648,0C5,
41.521999,-89.132599,IL22,
41.5195007324219,-88.605598449707,0C8,
40.6381988525391,-74.975700378418,0C9,
33.923302,-118.241997,,
34.9883003235,-120.458000183,,
34.049778,-118.456257,0CA2,
34.5875015258789,-120.013000488281,0CA3,
34.6222,-120.065002,0CA4,
33.1431007385254,-116.745002746582,0CA5,
32.7494444,-116.0161111,0CA6,
33.756779,-118.0854,0CA7,
33.413347,-116.843255,,
35.592797,-120.338058,0CA9,
38.745155,-108.047973,0CD0,
40.2610917,-103.7963389,0CD1,
38.6525001526,-104.23400116,0CD2,
40.3479995728,-104.527999878,0CD3,
40.1463012695,-104.887001038,0CD4,
37.4905014038,-104.143997192,0CD5,
39.971698761,-105.084999084,0CD6,
40.004699707,-105.071998596,0CD7,
38.0710983276,-102.60900116,0CD8,
39.603099823,-105.091003418,0CD9,
37.1180000305,-119.913002014,0CL0,
34.5694007874,-117.555999756,0CL1,
32.5938987732,-117.084999084,0CL2,
32.633457,-116.890565,0CL3,
34.157179,-118.254637,0CL4,
33.6706008911,-117.858001709,0CL5,
34.694584,-118.277106,0CL6,
34.054901,-118.264967,0CL7,
35.5913009644,-117.634002686,0CL8,
33.7411003113,-117.151000977,0CL9,
37.452178,-120.764758,0CN1,
39.228622,-121.688265,0CN2,
40.1789016724,-105.125999451,0CO0,
40.0332984924,-105.124000549,0CO1,
38.851918,-106.928341,0CO2,CSE
39.8894,-104.544997,,
40.5899009705,-105.04599762,0CO4,
39.8333015442,-103.589996338,0CO5,
38.2193984985,-108.212997437,0CO6,
40.5854988098,-105.040000916,0CO7,
40.2083015442,-105.013000488,0CO8,
37.6582984924,-106.033996582,0CO9,
41.8811988831,-73.4810028076,0CT0,
41.4847984313965,-72.7562026977539,0CT1,
41.7169990539551,-72.2258987426758,0CT2,
41.6615982055664,-72.7879028320313,0CT3,
41.5061988830566,-72.9397964477539,0CT4,
41.7745018005371,-72.6989974975586,0CT5,
41.5968017578125,-72.7044982910156,0CT6,
41.1884002685547,-73.1661987304688,0CT7,
41.4056015014648,-73.4447021484375,0CT8,
41.7545013427734,-72.6787033081055,0CT9,
40.4749984741211,-96.9878005981445,0D6,
40.7905998229981,-83.8291015625,0D7,
44.958035,-84.958859,MI30,
40.7545013427734,-93.2413024902344,0,
25.8129005432129,-80.3388977050781,0FA0,
27.3039,-81.880403,0FA1,
30.119753,-83.592732,0FA2,
28.5727778,-81.6286111,0FA5,
29.2675,-81.230103,0FD0,
30.214099884,-85.8722000122,0FD1,
25.9599926383,-80.2370025963,0FD2,
30.4964008331299,-86.0938034057617,0FD3,
